Origin,"Origin Name","Origin City","Origin State","Origin Country",Destination,"Destination Name","Destination City","Destination State","Destination Country","Direct Flights","Total Seats"
stateName:Florida,,"Daytona Beach",FL,,ATL,"Hartsfield-Jackson ATL",Atlanta,GA,"United States",1268,195061
stateName:Florida,,"Daytona Beach",FL,,CLT,"Charlotte-Douglas International Airport",Charlotte-Douglas,NC,"United States",626,81104
stateName:Florida,,"Key West",FL,,EWR,"Newark Intl",Newark,NJ,"United States",512,76276
stateName:Florida,,"Daytona Beach",FL,,JFK,"John F Kennedy Intl","New York-JFK",NY,"United States",440,69400
stateName:Florida,,"Key West",FL,,ORD,"O'Hare International",Chicago-O'Hare,IL,"United States",423,66680
stateName:Florida,,"Fort Lauderdale",FL,,DFW,"Dallas/Ft Worth Intl","Dallas/Fort Worth",TX,"United States",406,63322
stateName:Florida,,"Fort Lauderdale",FL,,LGA,"La Guardia","New York-La Guardia",NY,"United States",443,62815
stateName:Florida,,"Panama City",FL,,BWI,"Baltimore/Wash Intl",Baltimore,MD,"United States",341,51341
stateName:Florida,,"Fort Lauderdale",FL,,PHL,"Philadelphia Intl",Philadelphia,PA,"United States",320,50817
stateName:Florida,,"Fort Lauderdale",FL,,BOS,"Logan International",Boston,MA,"United States",328,48294
stateName:Florida,,"Key West",FL,,DCA,"Ronald Reagan National",Washington-National,DC,"United States",385,47423
stateName:Florida,,"Fort Lauderdale",FL,,SJU,"Luis Munoz Marin Int","San Juan",PR,"United States",233,37218
stateName:Florida,,"Panama City",FL,,IAH,"George Bush Intercontinental",Houston-Intercontinental,TX,"United States",327,36745
stateName:Florida,,"Fort Lauderdale",FL,,LAX,"Los Angeles Intl","Los Angeles",CA,"United States",206,36137
stateName:Florida,,"Panama City",FL,,DEN,"Denver International",Denver,CO,"United States",185,28719
stateName:Florida,,"Panama City",FL,,MDW,"Chicago Midway International",Chicago,IL,"United States",180,27031
stateName:Florida,,"Panama City",FL,,BNA,"Nashville Metro",Nashville,TN,"United States",195,26421
stateName:Florida,,"Fort Lauderdale",FL,,DTW,"Metropolitan Wayne County",Detroit,MI,"United States",154,26373
stateName:Florida,,"Fort Lauderdale",FL,,YYZ,"Lester B. Pearson Intl",Toronto,ON,Canada,173,24835
stateName:Florida,,"Fort Lauderdale",FL,,PTY,"Tocumen Intl, Panama R","Panama City",,Panama,117,19974
stateName:Florida,,Orlando,FL,,GRU,"Guarulhos Intl","Sao Paulo-Guarulhos",SP,Brazil,57,19906
stateName:Florida,,"Fort Lauderdale",FL,,SFO,"San Francisco Intl","San Francisco",CA,"United States",108,18793
