Origin,"Origin Name","Origin City","Origin State","Origin Country",Destination,"Destination Name","Destination City","Destination State","Destination Country","Direct Flights","Total Seats"
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,ACC,"Kotoka International",Accra,,Ghana,20,4135
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,BKO,"Senou International",Bamako,,Mali,19,2613
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,CDG,"Charles De Gaulle","Paris-De Gaulle",,France,1,2580
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,DKR,"Leopold Sedar Senghor",Dakar,,Senegal,9,2256
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,CKY,"Conakry Intl",Conakry,,Guinea,10,2074
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,COO,Cadjehoun,Cotonou,,Benin,15,1976
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,LFW,"G. Eyadema International",Lome,,Togo,9,1608
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,LBV,"Leon M'ba International",Libreville,,Gabon,7,1312
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,OUA,Ouagadougou,Ouagadougou,,"Burkina Faso",4,1116
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,ADD,"Bole International","Addis Ababa",,Ethiopia,1,1080
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,NSI,"Nsimalen Intl",Yaounde,,Cameroon,6,1076
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,CMN,"Mohammed V",Casablanca,,Morocco,9,999
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,BRU,"Brussels Airport",Brussels,,Belgium,1,861
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,NBO,"Jomo Kenyatta Intl",Nairobi,,Kenya,1,656
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,LOS,"Murtala Muhammed International",Lagos,,Nigeria,3,630
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,ORY,Orly,Paris-Orly,,France,1,608
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,DLA,"Douala International",Douala,,Cameroon,3,584
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,PNR,"Pointe Noire","Pointe Noire",,Congo,2,584
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,NIM,"Diori Hamani International Airport",Niamey,,Niger,1,536
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,ABV,"Nnamdi Azikiwe International Airport",Abuja,,Nigeria,1,456
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,ROB,"Roberts Intl",Monrovia-Roberts,,Liberia,3,429
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,FNA,"Lungi International",Freetown,,"Sierra Leone",1,342
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,ALG,"Houari Boumediene",Algiers,,Algeria,2,302
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,FIH,"N'Djili International",Kinshasa,,"Democratic Republic of the Congo",1,228
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,IST,Ataturk,Istanbul,,Turkey,1,160
"countryName:Ivory Coast (Cote d'Ivoire)",,Abidjan,,,BOY,"Bobo Dioulasso","Bobo Dioulasso",,"Burkina Faso",2,136
