Origin,"Origin Name","Origin City","Origin State","Origin Country",Destination,"Destination Name","Destination City","Destination State","Destination Country","Direct Flights","Total Seats"
stateName:Illinois,,Chicago,IL,,LGA,"La Guardia","New York-La Guardia",NY,"United States",373,49577
stateName:Illinois,,Bloomington/Normal,IL,,ATL,"Hartsfield-Jackson ATL",Atlanta,GA,"United States",330,39729
stateName:Illinois,,Bloomington/Normal,IL,,MSP,International,"Minneapolis/St. Paul",MN,"United States",304,36768
stateName:Illinois,,Chicago,IL,,SFO,"San Francisco Intl","San Francisco",CA,"United States",195,36134
stateName:Illinois,,Chicago,IL,,DEN,"Denver International",Denver,CO,"United States",200,34485
stateName:Illinois,,Chicago,IL,,LAX,"Los Angeles Intl","Los Angeles",CA,"United States",214,33832
stateName:Illinois,,Chicago,IL,,BOS,"Logan International",Boston,MA,"United States",200,30913
stateName:Illinois,,Chicago,IL,,DCA,"Ronald Reagan National",Washington-National,DC,"United States",226,30018
stateName:Illinois,,Bloomington/Normal,IL,,DFW,"Dallas/Ft Worth Intl","Dallas/Fort Worth",TX,"United States",218,29256
stateName:Illinois,,Chicago,IL,,PHX,"Sky Harbor Intl",Phoenix,AZ,"United States",163,28345
stateName:Illinois,,Chicago,IL,,LAS,"Mccarran Intl","Las Vegas",NV,"United States",148,25143
stateName:Illinois,,Chicago,IL,,MCO,"Orlando Intl",Orlando,FL,"United States",157,24765
stateName:Illinois,,Chicago,IL,,PHL,"Philadelphia Intl",Philadelphia,PA,"United States",151,23976
stateName:Illinois,,Chicago,IL,,SEA,"Seattle-Tacoma Intl",Seattle,WA,"United States",147,23868
stateName:Illinois,,Chicago,IL,,DTW,"Metropolitan Wayne County",Detroit,MI,"United States",233,23589
stateName:Illinois,,Chicago,IL,,EWR,"Newark Intl",Newark,NJ,"United States",166,22341
stateName:Illinois,,Chicago,IL,,CLT,"Charlotte-Douglas International Airport",Charlotte-Douglas,NC,"United States",141,19132
stateName:Illinois,,Chicago,IL,,SAN,"San Diego International Airport","San Diego",CA,"United States",107,18110
stateName:Illinois,,Chicago,IL,,BNA,"Nashville Metro",Nashville,TN,"United States",180,16978
stateName:Illinois,,Chicago,IL,,CLE,"Hopkins Intl",Cleveland,OH,"United States",159,16789
stateName:Illinois,,Chicago,IL,,MCI,"Kansas City Intl","Kansas City",MO,"United States",151,16501
stateName:Illinois,,Chicago,IL,,CMH,"Port Columbus Intl",Columbus,OH,"United States",175,16373
stateName:Illinois,,Chicago,IL,,FLL,"Ft Lauderdale Intl","Fort Lauderdale",FL,"United States",103,16161
stateName:Illinois,,Chicago-O'Hare,IL,,MIA,"Miami International",Miami,FL,"United States",89,16025
stateName:Illinois,,Chicago,IL,,PIT,"Pittsburgh Internation",Pittsburgh,PA,"United States",121,14575
stateName:Illinois,,Chicago-O'Hare,IL,,YYZ,"Lester B. Pearson Intl",Toronto,ON,Canada,151,14350
stateName:Illinois,,Chicago,IL,,BWI,"Baltimore/Wash Intl",Baltimore,MD,"United States",114,13988
stateName:Illinois,,Chicago-O'Hare,IL,,IAH,"George Bush Intercontinental",Houston-Intercontinental,TX,"United States",98,13241
stateName:Illinois,,Chicago,IL,,CVG,"Cincinnati Northern Kentucky Airport","Cincinnati, OH/Covington",KY,"United States",163,12877
stateName:Illinois,,Chicago,IL,,OMA,"Eppley Airfield",Omaha,NE,"United States",126,12823
stateName:Illinois,,Chicago-O'Hare,IL,,LHR,Heathrow,London-Heathrow,EN,"United Kingdom",51,12527
stateName:Illinois,,Chicago,IL,,TPA,"Tampa International",Tampa,FL,"United States",82,12305
stateName:Illinois,,Chicago,IL,,AUS,"Austin-Bergstrom International Airport",Austin,TX,"United States",84,12247
stateName:Illinois,,Chicago,IL,,RSW,"Southwest Florida","Fort Myers",FL,"United States",70,11503
stateName:Illinois,,Chicago,IL,,PDX,"Portland Intl",Portland,OR,"United States",70,11178
stateName:Illinois,,Chicago,IL,,RDU,Raleigh-Durham,Raleigh/Durham,NC,"United States",95,11159
stateName:Illinois,,Chicago,IL,,BDL,"Bradley Intl",Hartford,CT,"United States",93,10871
stateName:Illinois,,Chicago,IL,,SLC,"Salt Lake City Intl","Salt Lake City",UT,"United States",101,10835
stateName:Illinois,,Chicago,IL,,BUF,"Buffalo Niagara International",Buffalo,NY,"United States",105,10557
stateName:Illinois,,Chicago,IL,,IND,"Indianapolis Intl",Indianapolis,IN,"United States",152,9968
stateName:Illinois,,Chicago,IL,,GRR,"Gerald R. Ford International Airport","Grand Rapids",MI,"United States",124,9554
stateName:Illinois,,Chicago,IL,,SDF,"Standiford Field",Louisville,KY,"United States",113,9203
stateName:Illinois,,Chicago,IL,,CUN,"Cancun International",Cancun,,Mexico,48,8855
stateName:Illinois,,Chicago-O'Hare,IL,,MEX,"Benito Juarez Intl","Mexico City",,Mexico,48,8499
stateName:Illinois,,Chicago,IL,,MSY,"New Orleans Intl","New Orleans",LA,"United States",65,8346
stateName:Illinois,,Chicago-O'Hare,IL,,JFK,"John F Kennedy Intl","New York-JFK",NY,"United States",77,8277
stateName:Illinois,,Chicago-O'Hare,IL,,NRT,Narita,Tokyo-Narita,,Japan,27,8122
stateName:Illinois,,Chicago,IL,,DAL,"Love Field",Dallas-Love,TX,"United States",55,8067
stateName:Illinois,,Chicago,IL,,HOU,"William P Hobby",Houston-Hobby,TX,"United States",49,7919
stateName:Illinois,,Chicago-O'Hare,IL,,FRA,"Frankfurt International Airport",Frankfurt,,Germany,20,7832
stateName:Illinois,,Chicago-O'Hare,IL,,IAD,"Dulles International",Washington-Dulles,VA,"United States",47,7748
