Origin,"Origin Name","Origin City","Origin State","Origin Country",Destination,"Destination Name","Destination City","Destination State","Destination Country","Direct Flights","Total Seats"
countryName:Taiwan,,Hualien,,,HKG,"Hong Kong Intl","Hong Kong",,"Hong Kong",471,117779
countryName:Taiwan,,Kaohsiung,,,NRT,Narita,Tokyo-Narita,,Japan,185,43352
countryName:Taiwan,,Kaohsiung,,,KIX,"Kansai International",Osaka-Kansai,,Japan,180,39667
countryName:Taiwan,,Kaohsiung,,,ICN,"Incheon International Airport",Seoul,,"South Korea",140,34463
countryName:Taiwan,,Kaohsiung,,,BKK,"Suvarnabhumi - New Bangkok International Airport",Bangkok,,Thailand,87,28832
countryName:Taiwan,,Kaohsiung,,,PVG,"Pudong International",Shanghai,,China,105,27386
countryName:Taiwan,,Kaohsiung,,,MFM,"Macau International",Macau,,Macau,140,26896
countryName:Taiwan,,Kaohsiung,,,SIN,Changi,Singapore,,Singapore,91,24487
countryName:Taiwan,,Kaohsiung,,,SGN,"Tan Son Nhat International Airport","Ho Chi Minh City",,Vietnam,93,24458
countryName:Taiwan,,Taipei,,,HND,"Tokyo Intl (Haneda)",Tokyo-Haneda,,Japan,73,20416
countryName:Taiwan,,Kaohsiung,,,XMN,"Gaoqi International",Xiamen,,China,110,18693
countryName:Taiwan,,Kaohsiung,,,MNL,"Ninoy Aquino Intl",Manila,,Philippines,69,18477
countryName:Taiwan,,Kaohsiung,,,OKA,Naha,Okinawa,,Japan,73,16192
countryName:Taiwan,,Kaohsiung,,,KUL,"Kuala Lumpur International Airport","Kuala Lumpur",,Malaysia,49,15448
countryName:Taiwan,,Taipei,,,SFO,"San Francisco Intl","San Francisco",CA,"United States",30,12838
countryName:Taiwan,,Kaohsiung,,,PUS,"Gimhae Intl",Busan,,"South Korea",55,11567
countryName:Taiwan,,Taipei,,,LAX,"Los Angeles Intl","Los Angeles",CA,"United States",25,11264
countryName:Taiwan,,Kaohsiung,,,HAN,"Noi Bai International",Hanoi,,Vietnam,47,11070
countryName:Taiwan,,Kaohsiung,,,FUK,Fukuoka,Fukuoka,,Japan,44,11011
countryName:Taiwan,,Kaohsiung,,,PEK,"Capital International",Beijing,,China,39,10950
countryName:Taiwan,,Kaohsiung,,,CTS,"New Chitose",Sapporo,,Japan,32,10927
countryName:Taiwan,,Taipei-Songshan,,,SHA,"Hongqiao International",Shanghai-Metro,,China,23,8833
countryName:Taiwan,,Taipei,,,NGO,"Chubu Centrair Intl",Nagoya,,Japan,33,8516
countryName:Taiwan,,Kaohsiung,,,SZX,"Bao'an International",Shenzhen,,China,31,8089
countryName:Taiwan,,Kaohsiung,,,CAN,"Baiyun International",Guangzhou,,China,28,7005
countryName:Taiwan,,Taipei,,,YVR,"Vancouver Intl",Vancouver,BC,Canada,17,6683
