Origin,"Origin Name","Origin City","Origin State","Origin Country",Destination,"Destination Name","Destination City","Destination State","Destination Country","Direct Flights","Total Seats"
"countryName:Saudi Arabia",,Abha,,,DXB,"Dubai International",Dubai,,"United Arab Emirates",333,77488
"countryName:Saudi Arabia",,Abha,,,CAI,"Cairo Intl",Cairo,,Egypt,352,74207
"countryName:Saudi Arabia",,Jeddah,,,CGK,"Soekarno-Hatta Intl",Jakarta,,Indonesia,41,20906
"countryName:Saudi Arabia",,Abha,,,SHJ,Sharjah,Sharjah,,"United Arab Emirates",119,20496
"countryName:Saudi Arabia",,Dammam,,,IST,Ataturk,Istanbul,,Turkey,90,20000
"countryName:Saudi Arabia",,Dammam,,,AUH,"Abu Dhabi Intl","Abu Dhabi",,"United Arab Emirates",97,19696
"countryName:Saudi Arabia",,Dammam,,,MCT,"Seeb International",Muscat,,Oman,98,16987
"countryName:Saudi Arabia",,Dammam,,,BAH,"Bahrain Intl",Bahrain,,Bahrain,115,16231
"countryName:Saudi Arabia",,Dammam,,,AMM,"Queen Alia Intl",Amman,,Jordan,102,16146
"countryName:Saudi Arabia",,Dammam,,,BOM,"Mumbai (Chhatrapati Shivaji) International",Mumbai/Bombay,,India,51,14738
"countryName:Saudi Arabia",,Dammam,,,LHE,"Allama Iqbal Intl",Lahore,,Pakistan,49,13580
"countryName:Saudi Arabia",,Dammam,,,HBE,"Borg el Arab Airport",Alexandria,,Egypt,84,13502
"countryName:Saudi Arabia",,Dammam,,,ISB,"Benazir Bhutto Intl",Islamabad,,Pakistan,40,9793
"countryName:Saudi Arabia",,Dammam,,,KHI,"Jinnah Intl",Karachi,,Pakistan,38,8653
"countryName:Saudi Arabia",,Jeddah,,,KRT,"Khartoum Civil International",Khartoum,,Sudan,39,8542
"countryName:Saudi Arabia",,Dammam,,,BEY,"Rafic Hariri International",Beirut,,Lebanon,47,8397
"countryName:Saudi Arabia",,Dammam,,,DEL,"Indira Gandhi Intl",Delhi,,India,34,8238
"countryName:Saudi Arabia",,Dammam,,,CMB,"Bandaranaike Intl",Colombo,,"Sri Lanka",25,8156
"countryName:Saudi Arabia",,Jeddah,,,LHR,Heathrow,London-Heathrow,EN,"United Kingdom",22,8113
"countryName:Saudi Arabia",,Dammam,,,MNL,"Ninoy Aquino Intl",Manila,,Philippines,17,6579
"countryName:Saudi Arabia",,Dammam,,,ADD,"Bole International","Addis Ababa",,Ethiopia,25,6326
"countryName:Saudi Arabia",,Jeddah,,,SAW,"Sabiha Gokcen","Sabiha Gokcen",,Turkey,27,4996
"countryName:Saudi Arabia",,Jeddah,,,PEW,"Bacha Khan Intl",Peshawar,,Pakistan,14,4899
"countryName:Saudi Arabia",,Jeddah,,,KUL,"Kuala Lumpur International Airport","Kuala Lumpur",,Malaysia,10,4840
"countryName:Saudi Arabia",,Dammam,,,COK,"Kochi International Airport",Kochi,,India,9,4408
"countryName:Saudi Arabia",,Jeddah,,,MUX,"Multan International",Multan,,Pakistan,21,4349
"countryName:Saudi Arabia",,Jeddah,,,FRA,"Frankfurt International Airport",Frankfurt,,Germany,10,4266
"countryName:Saudi Arabia",,Jeddah,,,CMN,"Mohammed V",Casablanca,,Morocco,8,3813
"countryName:Saudi Arabia",,Dammam,,,CCJ,"Calicut International",Calicut-Kozhikode,,India,16,3632
"countryName:Saudi Arabia",,Gassim,,,HMB,"International Airport",Sohag,,Egypt,19,3166
"countryName:Saudi Arabia",,Dammam,,,DAC,"Hazrat Shahjalal International",Dhaka,,Bangladesh,8,3003
"countryName:Saudi Arabia",,Dammam,,,HYD,"Rajiv Gandhi International",Hyderabad,,India,4,2669
"countryName:Saudi Arabia",,Dammam,,,TRV,"Trivandrum International",Thiruvananthapuram,,India,5,2528
"countryName:Saudi Arabia",,Gassim,,,ATZ,Asyut,Asyut,,Egypt,14,2468
"countryName:Saudi Arabia",,Jeddah,,,KNO,"Kuala Namu",Medan,,Indonesia,7,2234
"countryName:Saudi Arabia",,Jeddah,,,SUB,Juanda,Surabaya,,Indonesia,6,2115
"countryName:Saudi Arabia",,Jeddah,,,LYP,"Faisalabad International",Faisalabad,,Pakistan,11,1873
