Origin,"Origin Name","Origin City","Origin State","Origin Country",Destination,"Destination Name","Destination City","Destination State","Destination Country","Direct Flights","Total Seats"
"countryName:Russian Federation",,Chelyabinsk,UF,,DXB,"Dubai International",Dubai,,"United Arab Emirates",130,29770
"countryName:Russian Federation",,Sochi,SF,,IST,Ataturk,Istanbul,,Turkey,128,21845
"countryName:Russian Federation",,Sochi,SF,,EVN,"Zvartnots International Airport",Yerevan,,Armenia,130,20746
"countryName:Russian Federation",,Irkutsk,IF,,PEK,"Capital International",Beijing,,China,65,18082
"countryName:Russian Federation",,Krasnodar,SF,,PRG,Ruzyne,Prague,,"Czech Republic",116,17817
"countryName:Russian Federation",,Sochi,SF,,TLV,"Ben Gurion Intl","Tel Aviv-Yafo",,Israel,64,14766
"countryName:Russian Federation",,Moscow-Domodedovo,CF,,FRA,"Frankfurt International Airport",Frankfurt,,Germany,75,14560
"countryName:Russian Federation",,Moscow-Domodedovo,CF,,GYD,"Heydar Aliyev",Baku,,Azerbaijan,99,14331
"countryName:Russian Federation",,Moscow-Sheremetyevo,CF,,PVG,"Pudong International",Shanghai,,China,32,14265
"countryName:Russian Federation",,Sochi,SF,,TAS,"Tashkent-Vostochny International",Tashkent,,Uzbekistan,63,14120
"countryName:Russian Federation",,Sochi,SF,,DYU,"Dushanbe International",Dushanbe,,Tajikistan,63,12543
"countryName:Russian Federation",,"St. Petersburg",NF,,CDG,"Charles De Gaulle","Paris-De Gaulle",,France,75,12507
"countryName:Russian Federation",,Moscow-Domodedovo,CF,,LHR,Heathrow,London-Heathrow,EN,"United Kingdom",52,11838
"countryName:Russian Federation",,Chelyabinsk,UF,,FRU,"Manas International",Bishkek,,Kyrgyzstan,79,11342
"countryName:Russian Federation",,Moscow-Domodedovo,CF,,FCO,Fiumicino,"Rome-Da Vinci",,Italy,61,11101
"countryName:Russian Federation",,Moscow-Domodedovo,CF,,BKK,"Suvarnabhumi - New Bangkok International Airport",Bangkok,,Thailand,31,10319
"countryName:Russian Federation",,Sochi,SF,,TBS,"Novo Alexeyevka International",Tbilisi,,Georgia,65,9936
"countryName:Russian Federation",,Moscow-Domodedovo,CF,,MUC,"Franz Josef Strauss International",Munich,,Germany,60,9926
"countryName:Russian Federation",,Moscow-Domodedovo,CF,,VIE,"Vienna International",Vienna,,Austria,52,8850
"countryName:Russian Federation",,Moscow-Sheremetyevo,CF,,DEL,"Indira Gandhi Intl",Delhi,,India,25,8474
"countryName:Russian Federation",,"St. Petersburg",NF,,AMS,Schiphol,Amsterdam,,Netherlands,41,8360
"countryName:Russian Federation",,Moscow-Sheremetyevo,CF,,JFK,"John F Kennedy Intl","New York-JFK",NY,"United States",17,8016
"countryName:Russian Federation",,Irkutsk,IF,,ICN,"Incheon International Airport",Seoul,,"South Korea",31,7887
"countryName:Russian Federation",,Moscow-Domodedovo,CF,,BCN,Barcelona,Barcelona,,Spain,37,7881
"countryName:Russian Federation",,"St. Petersburg",NF,,BUD,"Liszt Ferenc International",Budapest,,Hungary,37,7510
"countryName:Russian Federation",,Moscow-Domodedovo,CF,,HAN,"Noi Bai International",Hanoi,,Vietnam,17,7251
"countryName:Russian Federation",,Moscow-Sheremetyevo,CF,,MXP,Malpensa,Milan-Malpensa,,Italy,41,7184
"countryName:Russian Federation",,Moscow-Domodedovo,CF,,LBD,"Khujand International",Khujand,,Tajikistan,32,6716
"countryName:Russian Federation",,Moscow-Domodedovo,CF,,ZRH,Zurich,Zurich,,Switzerland,31,6302
"countryName:Russian Federation",,Moscow-Sheremetyevo,CF,,SXF,Schoenefeld,Berlin-Schoenefeld,,Germany,33,6088
"countryName:Russian Federation",,Moscow-Domodedovo,CF,,SKG,Makedonia,Thessaloniki,,Greece,37,5970
"countryName:Russian Federation",,Moscow-Domodedovo,CF,,DOH,"Hamad International Airport",Doha,,Qatar,25,5536
"countryName:Russian Federation",,Moscow-Domodedovo,CF,,OSS,Osh,Osh,,Kyrgyzstan,34,5388
"countryName:Russian Federation",,Moscow-Sheremetyevo,CF,,CAN,"Baiyun International",Guangzhou,,China,11,5212
"countryName:Russian Federation",,Moscow-Sheremetyevo,CF,,DUS,"Duesseldorf International",Duesseldorf,,Germany,25,5056
"countryName:Russian Federation",,Moscow-Domodedovo,CF,,ARN,Arlanda,Stockholm-Arlanda,,Sweden,24,4780
"countryName:Russian Federation",,Moscow-Domodedovo,CF,,ATH,"Eleftherios Venizelos Airport",Athens,,Greece,25,4612
"countryName:Russian Federation",,Moscow-Domodedovo,CF,,LCA,Larnaca,Larnaca,,Cyprus,24,4448
"countryName:Russian Federation",,Moscow-Domodedovo,CF,,NRT,Narita,Tokyo-Narita,,Japan,14,4002
"countryName:Russian Federation",,Moscow-Domodedovo,CF,,TJU,"Kulob Airport",Kulob,,Tajikistan,13,3956
"countryName:Russian Federation",,Moscow-Sheremetyevo,CF,,BEG,"Nikola Tesla Airport",Belgrade,,Serbia,24,3688
"countryName:Russian Federation",,Moscow-Domodedovo,CF,,GVA,"Geneva International Airport",Geneva,,Switzerland,18,3663
"countryName:Russian Federation",,Moscow-Domodedovo,CF,,BRU,"Brussels Airport",Brussels,,Belgium,17,3656
"countryName:Russian Federation",,Moscow-Domodedovo,CF,,TIV,Tivat,Tivat,,Montenegro,24,3586
"countryName:Russian Federation",,Irkutsk,IF,,HKG,"Hong Kong Intl","Hong Kong",,"Hong Kong",9,3532
"countryName:Russian Federation",,Moscow-Domodedovo,CF,,SHJ,Sharjah,Sharjah,,"United Arab Emirates",19,3528
"countryName:Russian Federation",,Moscow-Domodedovo,CF,,LIS,Lisboa,Lisbon,,Portugal,9,3432
