Origin,"Origin Name","Origin City","Origin State","Origin Country",Destination,"Destination Name","Destination City","Destination State","Destination Country","Direct Flights","Total Seats"
countryName:Greece,,Athens,,,LGW,Gatwick,London-Gatwick,EN,"United Kingdom",103,20723
countryName:Greece,,Athens,,,LCA,Larnaca,Larnaca,,Cyprus,126,20586
countryName:Greece,,Athens,,,FCO,Fiumicino,"Rome-Da Vinci",,Italy,96,17692
countryName:Greece,,Athens,,,FRA,"Frankfurt International Airport",Frankfurt,,Germany,78,16114
countryName:Greece,,Athens,,,MUC,"Franz Josef Strauss International",Munich,,Germany,84,15535
countryName:Greece,,Athens,,,DUS,"Duesseldorf International",Duesseldorf,,Germany,68,13055
countryName:Greece,,Athens,,,MAN,"Manchester Airport",Manchester,EN,"United Kingdom",50,10944
countryName:Greece,,Athens,,,AMS,Schiphol,Amsterdam,,Netherlands,53,10940
countryName:Greece,,Athens,,,IST,Ataturk,Istanbul,,Turkey,60,9909
countryName:Greece,,Athens,,,STR,"Echterdingen Airport",Stuttgart,,Germany,52,8975
countryName:Greece,,Athens,,,SVO,Sheremetyevo,Moscow-Sheremetyevo,CF,"Russian Federation",53,8825
countryName:Greece,,Athens,,,LHR,Heathrow,London-Heathrow,EN,"United Kingdom",40,8757
countryName:Greece,,Athens,,,TLV,"Ben Gurion Intl","Tel Aviv-Yafo",,Israel,48,8732
countryName:Greece,,Athens,,,CDG,"Charles De Gaulle","Paris-De Gaulle",,France,42,8425
countryName:Greece,,Athens,,,ORY,Orly,Paris-Orly,,France,43,8127
countryName:Greece,,Athens,,,STN,Stansted,London-Stansted,EN,"United Kingdom",38,8098
countryName:Greece,,Athens,,,BGY,"Bergamo/Orio Al Serio","Milan-Orio Serio",,Italy,42,7858
countryName:Greece,,Athens,,,ZRH,Zurich,Zurich,,Switzerland,36,7539
countryName:Greece,,Athens,,,VIE,"Vienna International",Vienna,,Austria,40,7218
countryName:Greece,,Athens,,,SXF,Schoenefeld,Berlin-Schoenefeld,,Germany,36,7081
countryName:Greece,,Athens,,,OTP,"Otopeni International",Bucharest,,Romania,44,7041
countryName:Greece,,Karpathos,,,CGN,"Konrad Adenauer",Cologne-Bonn,,Germany,41,7014
countryName:Greece,,Athens,,,LTN,"Luton International",London-Luton,EN,"United Kingdom",21,5709
countryName:Greece,,Athens,,,BLQ,"Guglielmo Marconi",Bologna,,Italy,31,5669
countryName:Greece,,Athens,,,MXP,Malpensa,Milan-Malpensa,,Italy,28,5115
countryName:Greece,,Athens,,,SOF,Sofia-Vrazhdebna,Sofia,,Bulgaria,26,4772
countryName:Greece,,Athens,,,TXL,Tegel,Berlin-Tegel,,Germany,25,4722
countryName:Greece,,Athens,,,BRS,Bristol/Lulsgate,Bristol,EN,"United Kingdom",22,4439
