Origin,"Origin Name","Origin City","Origin State","Origin Country",Destination,"Destination Name","Destination City","Destination State","Destination Country","Direct Flights","Total Seats"
countryName:Australia,,Adelaide,SA,,SIN,Changi,Singapore,,Singapore,272,83220
countryName:Australia,,Adelaide,SA,,AKL,"Auckland Intl",Auckland,,"New Zealand",275,64354
countryName:Australia,,Adelaide,SA,,DPS,"Ngurah Rai",Denpasar-Bali,,Indonesia,181,41669
countryName:Australia,,Adelaide,SA,,HKG,"Hong Kong Intl","Hong Kong",,"Hong Kong",129,40270
countryName:Australia,,Adelaide,SA,,DXB,"Dubai International",Dubai,,"United Arab Emirates",73,37664
countryName:Australia,,Adelaide,SA,,KUL,"Kuala Lumpur International Airport","Kuala Lumpur",,Malaysia,98,30333
countryName:Australia,,Brisbane,QL,,LAX,"Los Angeles Intl","Los Angeles",CA,"United States",83,27359
countryName:Australia,,Brisbane,QL,,BKK,"Suvarnabhumi - New Bangkok International Airport",Bangkok,,Thailand,60,21752
countryName:Australia,,Adelaide,SA,,CAN,"Baiyun International",Guangzhou,,China,66,20598
countryName:Australia,,Brisbane,QL,,CHC,"Christchurch Intl",Christchurch,,"New Zealand",103,20570
countryName:Australia,,Brisbane,QL,,AUH,"Abu Dhabi Intl","Abu Dhabi",,"United Arab Emirates",41,17488
countryName:Australia,,Adelaide,SA,,DOH,"Hamad International Airport",Doha,,Qatar,33,16544
countryName:Australia,,Brisbane,QL,,NRT,Narita,Tokyo-Narita,,Japan,44,14053
countryName:Australia,,Brisbane,QL,,WLG,"Wellington Intl",Wellington,,"New Zealand",75,13464
countryName:Australia,,Brisbane,QL,,PVG,"Pudong International",Shanghai,,China,41,12218
countryName:Australia,,Adelaide,SA,,NAN,"Nadi International",Nadi,,Fiji,59,11014
countryName:Australia,,Brisbane,QL,,TPE,"Taiwan Taoyuan International Airport",Taipei,,Taiwan,31,9828
countryName:Australia,,Brisbane,QL,,PEK,"Capital International",Beijing,,China,25,8767
countryName:Australia,,Darwin,NT,,MNL,"Ninoy Aquino Intl",Manila,,Philippines,27,8690
