Origin,"Origin Name","Origin City","Origin State","Origin Country",Destination,"Destination Name","Destination City","Destination State","Destination Country","Direct Flights","Total Seats"
countryName:Japan,,Sapporo,,,TPE,"Taiwan Taoyuan International Airport",Taipei,,Taiwan,557,125044
countryName:Japan,,Sapporo,,,HKG,"Hong Kong Intl","Hong Kong",,"Hong Kong",440,107378
countryName:Japan,,Sapporo,,,PVG,"Pudong International",Shanghai,,China,504,93771
countryName:Japan,,Sapporo,,,BKK,"Suvarnabhumi - New Bangkok International Airport",Bangkok,,Thailand,156,49367
countryName:Japan,,Sapporo,,,HNL,"Honolulu Intl",Honolulu/Oahu,HI,"United States",166,45889
countryName:Japan,,Sapporo,,,SIN,Changi,Singapore,,Singapore,148,40574
countryName:Japan,,Fukuoka,,,MNL,"Ninoy Aquino Intl",Manila,,Philippines,152,37128
countryName:Japan,,Sapporo,,,PEK,"Capital International",Beijing,,China,155,33818
countryName:Japan,,Tokyo-Haneda,,,LAX,"Los Angeles Intl","Los Angeles",CA,"United States",73,21360
countryName:Japan,,Sapporo,,,KUL,"Kuala Lumpur International Airport","Kuala Lumpur",,Malaysia,65,20945
countryName:Japan,,Tokyo-Haneda,,,CGK,"Soekarno-Hatta Intl",Jakarta,,Indonesia,57,19912
countryName:Japan,,Sapporo,,,KHH,"Kaohsiung Intl",Kaohsiung,,Taiwan,87,19760
countryName:Japan,,Tokyo-Haneda,,,TSA,Songshan,Taipei-Songshan,,Taiwan,57,17536
countryName:Japan,,Fukuoka,,,GUM,"Antonio B. Won Pat International Airport",Guam,TR,"United States",82,17305
countryName:Japan,,Fukuoka,,,SGN,"Tan Son Nhat International Airport","Ho Chi Minh City",,Vietnam,67,15664
countryName:Japan,,Osaka-Kansai,,,DPS,"Ngurah Rai",Denpasar-Bali,,Indonesia,33,14520
countryName:Japan,,Fukuoka,,,HAN,"Noi Bai International",Hanoi,,Vietnam,54,14068
countryName:Japan,,Tokyo-Haneda,,,CDG,"Charles De Gaulle","Paris-De Gaulle",,France,43,13316
countryName:Japan,,Tokyo-Haneda,,,FRA,"Frankfurt International Airport",Frankfurt,,Germany,36,12460
countryName:Japan,,Osaka-Kansai,,,DMK,"Don Muang International Airport - formerly BKK",Bangkok,,Thailand,29,11988
countryName:Japan,,Fukuoka,,,DLC,"Zhoushuizi International",Dalian,,China,60,11026
countryName:Japan,,Tokyo-Haneda,,,ORD,"O'Hare International",Chicago-O'Hare,IL,"United States",32,10862
countryName:Japan,,Tokyo-Haneda,,,CAN,"Baiyun International",Guangzhou,,China,49,10824
countryName:Japan,,Tokyo-Haneda,,,SFO,"San Francisco Intl","San Francisco",CA,"United States",30,10039
countryName:Japan,,Tokyo-Haneda,,,LHR,Heathrow,London-Heathrow,EN,"United Kingdom",33,9984
countryName:Japan,,Tokyo-Haneda,,,DXB,"Dubai International",Dubai,,"United Arab Emirates",20,9653
countryName:Japan,,Tokyo-Haneda,,,SHA,"Hongqiao International",Shanghai-Metro,,China,25,9576
countryName:Japan,,Fukuoka,,,TAO,"Liuting International",Qingdao,,China,49,9536
countryName:Japan,,Tokyo-Haneda,,,JFK,"John F Kennedy Intl","New York-JFK",NY,"United States",25,8736
countryName:Japan,,Tokyo-Haneda,,,SYD,"Kingsford Smith",Sydney,NS,Australia,21,7732
countryName:Japan,,Osaka-Kansai,,,CNS,"Cairns International",Cairns,QL,Australia,14,7035
countryName:Japan,,Osaka-Kansai,,,CEB,"Mactan International",Cebu,,Philippines,33,6940
countryName:Japan,,Osaka-Kansai,,,HEL,Helsinki-Vantaa,Helsinki,,Finland,22,6834
countryName:Japan,,Aomori,,,TSN,"Binhai International",Tianjin,,China,35,6282
countryName:Japan,,Tokyo-Haneda,,,YVR,"Vancouver Intl",Vancouver,BC,Canada,17,5816
countryName:Japan,,Tokyo-Narita,,,DFW,"Dallas/Ft Worth Intl","Dallas/Fort Worth",TX,"United States",17,5792
countryName:Japan,,Osaka-Kansai,,,AMS,Schiphol,Amsterdam,,Netherlands,9,5034
countryName:Japan,,Tokyo-Narita,,,DEL,"Indira Gandhi Intl",Delhi,,India,17,4952
countryName:Japan,,Tokyo-Narita,,,IAD,"Dulles International",Washington-Dulles,VA,"United States",9,4912
countryName:Japan,,Tokyo-Narita,,,IAH,"George Bush Intercontinental",Houston-Intercontinental,TX,"United States",9,4912
